case_id,municipality,case_hybrid_score,case_hybrid_raw,n_events_case,event_score_mean,event_score_median,avg_resource_score_in_case
2941610,BPIC15_1,0.905,0.8952572435246393,27,0.71,0.699,0.96
2941625,BPIC15_1,0.402,0.417324486154059,49,0.538,0.535,0.215
2947783,BPIC15_1,0.433,0.4468371715714721,43,0.552,0.534,0.649
2952313,BPIC15_1,0.406,0.4219588558843127,41,0.703,0.706,0.215
2954374,BPIC15_1,0.809,0.803379980993238,40,0.609,0.611,0.215
2955648,BPIC15_1,0.391,0.4073759204181251,64,0.506,0.5,0.215
2956664,BPIC15_1,0.407,0.4220131280618743,49,0.568,0.564,0.215
2958309,BPIC15_1,0.409,0.4247762328729667,40,0.563,0.556,0.215
2959126,BPIC15_1,0.407,0.4221701486910044,43,0.553,0.551,0.215
2959733,BPIC15_1,0.832,0.8252045057934827,49,0.674,0.654,0.649
2961393,BPIC15_1,0.822,0.8159383796021021,40,0.722,0.728,0.215
2968823,BPIC15_1,0.394,0.4101899773431598,62,0.505,0.504,0.215
2985811,BPIC15_1,0.822,0.8157965453760806,49,0.604,0.594,0.649
2992234,BPIC15_1,0.817,0.8114387444126331,40,0.704,0.691,0.215
2997710,BPIC15_1,0.514,0.5240631918978367,5,0.771,0.738,0.956
2998498,BPIC15_1,0.814,0.8087882641633428,40,0.664,0.664,0.215
2999082,BPIC15_1,0.406,0.4217175078277334,62,0.593,0.596,0.215
3004297,BPIC15_1,0.489,0.5004245967737914,5,0.78,0.745,0.892
3006864,BPIC15_1,0.875,0.8669005790612253,16,0.76,0.734,0.892
3006923,BPIC15_1,0.882,0.8726144543839175,21,0.747,0.732,0.892
3026555,BPIC15_1,0.335,0.3543635046193321,74,0.49,0.496,0.215
3028180,BPIC15_1,0.401,0.4167642660153519,62,0.525,0.528,0.215
3030763,BPIC15_1,0.818,0.8122955621752567,40,0.672,0.666,0.215
3061852,BPIC15_3,0.833,0.8269247175884903,40,0.703,0.694,0.593
3068788,BPIC15_3,0.831,0.824583728874847,46,0.707,0.7,0.593
3075228,BPIC15_1,0.827,0.8207653828595809,51,0.615,0.614,0.649
3075754,BPIC15_3,0.832,0.8258842485218514,38,0.71,0.694,0.593
3076809,BPIC15_1,0.514,0.5242241021470958,5,0.766,0.73,0.956
3076903,BPIC15_1,0.816,0.8100662667300633,40,0.646,0.638,0.215
3077706,BPIC15_3,0.833,0.8266146497053075,41,0.708,0.69,0.593
3082808,BPIC15_3,0.426,0.4401814178936196,37,0.58,0.577,0.593
3084584,BPIC15_3,0.833,0.8269440054465529,38,0.699,0.694,0.593
3084719,BPIC15_1,0.824,0.8180922168102246,40,0.703,0.693,0.215
3085652,BPIC15_1,0.512,0.5216358300686967,3,0.754,0.721,0.956
3085874,BPIC15_3,0.838,0.8315672409618731,34,0.716,0.704,0.593
3086300,BPIC15_3,0.838,0.83150109803622,39,0.708,0.696,0.593
3087475,BPIC15_3,0.457,0.4701063283205018,3,0.814,0.78,0.593
3087621,BPIC15_1,0.476,0.4877238728741683,74,0.624,0.62,0.98
3088479,BPIC15_3,0.455,0.4681914222257251,3,0.814,0.78,0.593
3088748,BPIC15_1,0.823,0.8172665129906528,57,0.62,0.627,0.649
3089047,BPIC15_1,0.492,0.5035230515485274,74,0.762,0.782,0.98
3093950,BPIC15_3,0.834,0.8274427661182029,39,0.702,0.695,0.593
3096463,BPIC15_1,0.815,0.8092028734205186,44,0.682,0.688,0.215
3096822,BPIC15_3,0.835,0.8286705912857053,38,0.714,0.698,0.593
3098843,BPIC15_1,0.893,0.883844393030631,33,0.672,0.665,0.983
3099859,BPIC15_3,0.929,0.9175066048861572,33,0.69,0.682,0.999
3100940,BPIC15_1,0.404,0.4194225751491717,59,0.56,0.548,0.215
3102027,BPIC15_3,0.408,0.4229299064867232,53,0.543,0.534,0.346
3102976,BPIC15_1,0.805,0.8001771744146885,48,0.599,0.599,0.215
3103455,BPIC15_1,0.485,0.4965106797138961,52,0.594,0.594,0.965
3107272,BPIC15_1,0.835,0.8285160194347627,46,0.656,0.653,0.649
3116101,BPIC15_3,0.412,0.4274454951556587,38,0.576,0.56,0.346
3116162,BPIC15_3,0.837,0.8299186265157372,36,0.689,0.668,0.593
3118429,BPIC15_3,0.454,0.4672161842707065,5,0.781,0.746,0.593
3119597,BPIC15_3,0.837,0.830715155732406,40,0.725,0.708,0.593
3119874,BPIC15_1,0.406,0.4217999531775296,48,0.569,0.572,0.215
3119876,BPIC15_3,0.864,0.8559017822387919,49,0.689,0.69,0.849
3124030,BPIC15_1,0.404,0.4193764396565874,51,0.539,0.543,0.215
3130797,BPIC15_1,0.81,0.8051504188068243,55,0.646,0.652,0.215
3132572,BPIC15_1,0.829,0.8230903721313707,42,0.611,0.613,0.649
3132663,BPIC15_3,0.427,0.4415751960267907,37,0.594,0.585,0.593
3136211,BPIC15_1,0.941,0.929343801910414,18,0.762,0.727,0.997
3141385,BPIC15_3,0.833,0.8265875281785796,38,0.716,0.706,0.593
3141814,BPIC15_1,0.805,0.800201267447102,46,0.619,0.622,0.215
3142196,BPIC15_1,0.813,0.8078288395895318,42,0.641,0.636,0.215
3143693,BPIC15_1,0.891,0.8814882543752276,40,0.669,0.676,0.956
3146032,BPIC15_3,0.822,0.8165874133537335,45,0.588,0.595,0.541
3147177,BPIC15_3,0.864,0.8559818218989581,40,0.715,0.7,0.849
3148569,BPIC15_1,0.832,0.8258440753464986,44,0.679,0.69,0.649
3149756,BPIC15_1,0.876,0.8675283740779923,17,0.737,0.73,0.892
3153218,BPIC15_1,0.897,0.8871347733200903,42,0.701,0.702,0.96
3164173,BPIC15_3,0.425,0.4397595259251037,38,0.582,0.575,0.593
3167541,BPIC15_1,0.836,0.8293643033085887,42,0.667,0.658,0.649
3168748,BPIC15_1,0.811,0.8061843120159489,42,0.612,0.614,0.215
3169361,BPIC15_1,0.798,0.7935332097177447,48,0.586,0.58,0.215
3169967,BPIC15_1,0.815,0.8095054124100555,40,0.65,0.651,0.215
3172025,BPIC15_1,0.52,0.5293541292889551,6,0.777,0.758,0.96
3174249,BPIC15_1,0.813,0.8074505893622227,48,0.645,0.645,0.215
3178195,BPIC15_1,0.519,0.5285757347845033,7,0.773,0.757,0.96
3179029,BPIC15_1,0.827,0.8207509650044308,46,0.638,0.641,0.649
3179968,BPIC15_1,0.805,0.8002168212037236,46,0.596,0.596,0.215
3180462,BPIC15_3,0.847,0.8402974690695125,18,0.752,0.73,0.593
3180743,BPIC15_3,0.835,0.8281534455735331,20,0.711,0.705,0.541
3183517,BPIC15_3,0.822,0.8158429611229073,38,0.614,0.601,0.593
3184078,BPIC15_1,0.405,0.4202424266975556,64,0.577,0.548,0.215
3184863,BPIC15_3,0.462,0.4746460669115524,3,0.818,0.779,0.593
3185134,BPIC15_3,0.439,0.4532794480299126,10,0.721,0.68,0.541
3185391,BPIC15_3,0.825,0.8193834033195191,42,0.631,0.615,0.541
3185662,BPIC15_3,0.84,0.832848348191533,40,0.728,0.704,0.593
3211622,BPIC15_3,0.453,0.4665213649050254,5,0.784,0.755,0.593
3213266,BPIC15_3,0.827,0.8209036966204868,38,0.629,0.62,0.593
3213652,BPIC15_3,0.817,0.8117280808335645,39,0.682,0.678,0.346
3218835,BPIC15_1,0.811,0.8056454518839683,48,0.62,0.618,0.215
3221145,BPIC15_3,0.446,0.4597154594502918,66,0.729,0.708,0.849
3221731,BPIC15_3,0.34,0.3585659636938949,66,0.515,0.522,0.346
3229563,BPIC15_3,0.83,0.8237251695577106,38,0.672,0.659,0.593
3231007,BPIC15_3,0.811,0.8053656417796561,40,0.615,0.609,0.346
3231392,BPIC15_3,0.808,0.8032167951265213,40,0.588,0.588,0.346
3234487,BPIC15_1,0.821,0.8152972759074558,42,0.686,0.672,0.215
3242864,BPIC15_3,0.417,0.4321021414203982,48,0.533,0.52,0.541
3243523,BPIC15_3,0.827,0.8212580985161195,40,0.643,0.647,0.541
3244139,BPIC15_3,0.454,0.467130139691096,5,0.776,0.739,0.593
3244910,BPIC15_3,0.41,0.4253628223956873,38,0.556,0.55,0.346
3245329,BPIC15_3,0.424,0.4386165704990957,38,0.586,0.584,0.593
3245614,BPIC15_3,0.425,0.4399965514273102,16,0.73,0.708,0.849
3247240,BPIC15_3,0.912,0.9012426640495604,38,0.706,0.69,0.99
3263200,BPIC15_3,0.481,0.4927673014535025,59,0.529,0.53,0.995
3263486,BPIC15_3,0.833,0.8266077461340143,38,0.684,0.664,0.593
3272145,BPIC15_3,0.844,0.8372965337360678,22,0.736,0.722,0.593
3281714,BPIC15_1,0.911,0.9006234910005825,25,0.62,0.617,0.996
3291568,BPIC15_1,0.812,0.8064870194530908,46,0.636,0.629,0.215
3292143,BPIC15_1,0.82,0.8146289916127671,44,0.68,0.676,0.215
3292518,BPIC15_1,0.933,0.9213371357137018,19,0.736,0.718,0.996
3303582,BPIC15_3,0.453,0.4657724571743273,5,0.783,0.756,0.593
3305115,BPIC15_1,0.442,0.455915869852134,6,0.784,0.764,0.215
3306594,BPIC15_1,0.872,0.8637529516109284,24,0.719,0.718,0.892
3307475,BPIC15_1,0.81,0.8043185955163284,51,0.612,0.61,0.215
3311629,BPIC15_1,0.82,0.8140886621420369,44,0.669,0.665,0.215
3320939,BPIC15_1,0.9,0.8898703259762166,32,0.692,0.683,0.983
3321043,BPIC15_3,0.798,0.7937434418060646,57,0.584,0.584,0.346
3326579,BPIC15_1,0.81,0.8049349565809865,51,0.619,0.611,0.215
3329032,BPIC15_3,0.84,0.833344226345766,36,0.721,0.71,0.593
3332501,BPIC15_1,0.843,0.8359717456687201,40,0.697,0.698,0.649
3334697,BPIC15_1,0.429,0.4432021381172915,59,0.612,0.605,0.649
3335018,BPIC15_1,0.839,0.8320680284110243,40,0.675,0.67,0.649
3343800,BPIC15_3,0.408,0.4231460018308399,42,0.534,0.533,0.346
3344494,BPIC15_3,0.425,0.4393228501604977,49,0.58,0.575,0.541
3352239,BPIC15_3,0.41,0.4253510076540966,51,0.565,0.568,0.346
3357637,BPIC15_1,0.442,0.455764963449172,6,0.79,0.771,0.215
3368104,BPIC15_3,0.817,0.8116989054539786,40,0.666,0.667,0.346
3369224,BPIC15_3,0.822,0.8161699263849819,36,0.58,0.58,0.541
3378312,BPIC15_1,0.892,0.8828296289949233,64,0.655,0.671,0.983
3383707,BPIC15_1,0.909,0.8986210962164397,35,0.72,0.703,0.985
3387750,BPIC15_1,0.82,0.814623153113159,40,0.682,0.689,0.215
3388467,BPIC15_1,0.818,0.8126778137983189,40,0.659,0.664,0.215
3388796,BPIC15_1,0.313,0.3334933595177718,83,0.501,0.513,0.215
3397211,BPIC15_1,0.837,0.8307319031273351,40,0.687,0.683,0.649
3398129,BPIC15_5,0.849,0.8421524219196151,41,0.656,0.638,0.793
3399048,BPIC15_1,0.821,0.8152356516944658,40,0.667,0.666,0.215
3399389,BPIC15_1,0.506,0.5164123797922697,11,0.688,0.677,0.985
3400078,BPIC15_1,0.812,0.8065217764650943,44,0.631,0.631,0.215
3406458,BPIC15_5,0.404,0.4194991129828581,54,0.508,0.505,0.413
3407405,BPIC15_3,0.822,0.8158275163874158,38,0.66,0.651,0.346
3411955,BPIC15_3,0.453,0.4665257483185941,5,0.777,0.741,0.593
3415348,BPIC15_5,0.366,0.3839025207493514,54,0.489,0.489,0.045
3415962,BPIC15_5,0.787,0.7833818303357717,41,0.662,0.661,0.045
3423187,BPIC15_3,0.418,0.4331035243277485,46,0.55,0.542,0.541
3423587,BPIC15_1,0.835,0.828793877499617,40,0.651,0.659,0.649
3426994,BPIC15_3,0.452,0.4648999321978337,5,0.769,0.74,0.541
3427972,BPIC15_5,0.786,0.7819420560254627,45,0.643,0.635,0.045
3429182,BPIC15_1,0.516,0.5262273333407369,11,0.743,0.735,0.98
3430785,BPIC15_1,0.442,0.4560716579778478,7,0.79,0.773,0.215
3436134,BPIC15_5,0.789,0.7844696307065018,46,0.658,0.653,0.045
3436876,BPIC15_5,0.447,0.4605321843457202,68,0.506,0.494,0.921
3438613,BPIC15_1,0.81,0.8045717584986455,40,0.606,0.598,0.215
3438931,BPIC15_1,0.828,0.821821508750238,51,0.598,0.582,0.649
3439262,BPIC15_1,0.95,0.937733200700453,13,0.804,0.765,0.998
3441443,BPIC15_5,0.788,0.7835423277554265,43,0.651,0.644,0.045
3442241,BPIC15_5,0.849,0.8419551485860107,43,0.657,0.65,0.793
3445895,BPIC15_5,0.818,0.8119168835373535,35,0.695,0.689,0.413
3446379,BPIC15_1,0.399,0.4153147512523091,79,0.502,0.48,0.649
3450052,BPIC15_1,0.411,0.4258975779617612,53,0.585,0.583,0.215
3450818,BPIC15_5,0.82,0.8138689073354586,43,0.661,0.653,0.413
3451526,BPIC15_1,0.94,0.927933468779046,22,0.664,0.651,0.999
3452195,BPIC15_1,0.84,0.8336618019962073,40,0.692,0.696,0.649
3452607,BPIC15_1,0.415,0.4301868678198977,40,0.589,0.59,0.215
3453382,BPIC15_3,0.423,0.4377828227768083,52,0.62,0.616,0.346
3453951,BPIC15_5,0.82,0.8142025616234503,41,0.661,0.647,0.413
3454193,BPIC15_3,0.848,0.8407484589561954,36,0.71,0.696,0.684
3454577,BPIC15_3,0.841,0.8342910479880409,31,0.728,0.705,0.593
3459062,BPIC15_3,0.821,0.8152955974685624,40,0.603,0.594,0.541
3459351,BPIC15_3,0.454,0.4674888114662164,46,0.719,0.704,0.849
3462766,BPIC15_2,0.793,0.7888251557345369,43,0.62,0.617,0.286
3463486,BPIC15_5,0.333,0.3522969754482972,54,0.508,0.494,0.413
3463828,BPIC15_3,0.487,0.4984399535051579,5,0.781,0.751,0.849
3464876,BPIC15_5,0.852,0.8445713693457105,43,0.662,0.656,0.793
3465217,BPIC15_1,0.895,0.8856658745312325,44,0.695,0.695,0.96
3466008,BPIC15_3,0.813,0.8076527247892624,51,0.619,0.606,0.346
3466023,BPIC15_5,0.86,0.8525641689725901,23,0.707,0.673,0.793
3466268,BPIC15_1,0.815,0.8091170606582923,40,0.652,0.648,0.215
3467528,BPIC15_5,0.418,0.4329042519065648,41,0.596,0.578,0.413
3470258,BPIC15_3,0.847,0.840152904961595,46,0.678,0.658,0.684
3477240,BPIC15_2,0.805,0.8001363186451327,43,0.642,0.625,0.286
3477249,BPIC15_2,0.806,0.8005323337576913,43,0.635,0.638,0.286
3477260,BPIC15_2,0.818,0.8123503512608605,43,0.688,0.69,0.286
3480007,BPIC15_1,0.352,0.3703630482280308,70,0.5,0.506,0.215
3482715,BPIC15_2,0.393,0.4095785702248066,82,0.632,0.639,0.286
3486336,BPIC15_3,0.83,0.8237025199912752,18,0.731,0.714,0.346
3486639,BPIC15_3,0.84,0.8335668059791503,18,0.738,0.72,0.541
3486936,BPIC15_3,0.41,0.4249038375818116,56,0.549,0.546,0.425
3487122,BPIC15_1,0.802,0.7970797416002646,59,0.582,0.581,0.215
3487796,BPIC15_1,0.881,0.8725173014354745,18,0.746,0.728,0.892
3487903,BPIC15_5,0.779,0.7755535414989364,41,0.588,0.588,0.045
3488460,BPIC15_1,0.418,0.4333385414545038,57,0.56,0.576,0.649
3490022,BPIC15_3,0.815,0.8094283712019673,38,0.637,0.638,0.346
3501294,BPIC15_1,0.406,0.4219209008526485,44,0.625,0.61,0.215
3502235,BPIC15_5,0.88,0.8715216540700323,30,0.705,0.689,0.949
3506175,BPIC15_1,0.546,0.5538831688684219,7,0.773,0.748,0.996
3506653,BPIC15_5,0.792,0.7878729437972635,43,0.649,0.639,0.045
3507996,BPIC15_5,0.791,0.7870913947091981,41,0.658,0.661,0.045
3508621,BPIC15_5,0.414,0.429457303571907,43,0.649,0.629,0.413
3509452,BPIC15_5,0.786,0.7824211386001773,41,0.633,0.625,0.045
3509851,BPIC15_1,0.822,0.816162045183029,42,0.696,0.678,0.215
3510514,BPIC15_3,0.847,0.8400608651265686,44,0.677,0.667,0.684
3520033,BPIC15_2,0.81,0.8046789713805268,41,0.647,0.65,0.286
3520260,BPIC15_2,0.395,0.4111670729050936,76,0.632,0.641,0.286
3529862,BPIC15_1,0.82,0.8138385338765781,40,0.678,0.685,0.215
3530929,BPIC15_5,0.386,0.402204410643579,43,0.649,0.643,0.045
3533849,BPIC15_1,0.435,0.4491349340901242,42,0.611,0.616,0.649
3537815,BPIC15_1,0.436,0.4499437489959897,40,0.612,0.598,0.649
3538779,BPIC15_1,0.846,0.8385224238904153,34,0.662,0.661,0.892
3542315,BPIC15_1,0.853,0.845154088508759,40,0.771,0.76,0.649
3551575,BPIC15_5,0.413,0.4278537429947333,41,0.568,0.556,0.413
3553191,BPIC15_5,0.378,0.394659733211152,54,0.524,0.523,0.045
3554803,BPIC15_5,0.875,0.866137388431077,41,0.675,0.674,0.921
3555583,BPIC15_2,0.865,0.8573702406581221,23,0.713,0.695,0.782
3559322,BPIC15_2,0.393,0.4093373900588063,74,0.63,0.636,0.286
3559662,BPIC15_1,0.549,0.5573854350939484,7,0.808,0.778,0.996
3563181,BPIC15_2,0.816,0.8104191076403174,34,0.67,0.665,0.286
3563231,BPIC15_5,0.385,0.4018328749988629,54,0.588,0.585,0.045
3564169,BPIC15_2,0.822,0.81647528804675,31,0.662,0.643,0.286
3564781,BPIC15_2,0.349,0.3678150265714277,66,0.463,0.462,0.286
3564905,BPIC15_1,0.357,0.375417710608028,19,0.648,0.705,0.892
3565155,BPIC15_5,0.384,0.4010250983770801,41,0.579,0.571,0.045
3566489,BPIC15_1,0.416,0.4313583920962618,42,0.615,0.618,0.215
3569057,BPIC15_5,0.88,0.87151639872961,41,0.698,0.687,0.949
3572737,BPIC15_2,0.803,0.7976956891191769,49,0.598,0.591,0.286
3580469,BPIC15_5,0.418,0.4329824785570498,5,0.76,0.728,0.045
3582814,BPIC15_1,0.473,0.484886043103051,32,0.685,0.692,0.972
3585884,BPIC15_1,0.841,0.8339355217941797,40,0.704,0.703,0.649
3586709,BPIC15_2,0.384,0.4009496387533607,70,0.575,0.603,0.286
3587402,BPIC15_2,0.382,0.398596734340614,76,0.564,0.589,0.286
3587950,BPIC15_2,0.382,0.3989850455403297,76,0.554,0.582,0.286
3589701,BPIC15_5,0.851,0.8438341637915736,41,0.655,0.65,0.793
3593523,BPIC15_5,0.818,0.8123130372139258,43,0.636,0.624,0.413
3597194,BPIC15_1,0.478,0.4898612446222666,66,0.651,0.655,0.972
3601034,BPIC15_2,0.406,0.4218860741384198,54,0.559,0.561,0.286
3601115,BPIC15_1,0.91,0.9000016518572309,20,0.737,0.734,0.98
3604907,BPIC15_1,0.382,0.3983221115994606,62,0.519,0.516,0.215
3606977,BPIC15_1,0.797,0.7926037807052122,70,0.558,0.556,0.215
3607286,BPIC15_1,0.816,0.8105627024444702,41,0.649,0.653,0.215
3608599,BPIC15_1,0.846,0.8386786237061916,39,0.715,0.702,0.649
3609024,BPIC15_2,0.396,0.411843336487436,82,0.564,0.562,0.286
3613991,BPIC15_2,0.803,0.7978985298151878,50,0.567,0.564,0.286
3614357,BPIC15_5,0.786,0.7817598529086359,41,0.637,0.635,0.045
3615391,BPIC15_5,0.379,0.3955679767220499,41,0.543,0.54,0.045
3617709,BPIC15_5,0.307,0.3276611610086125,50,0.562,0.567,0.793
3619881,BPIC15_5,0.47,0.4826641541758121,66,0.767,0.781,0.949
3621001,BPIC15_5,0.786,0.7816340604098874,41,0.6,0.597,0.045
3622289,BPIC15_1,0.41,0.4257717479564795,45,0.578,0.583,0.215
3622368,BPIC15_5,0.794,0.7898751378407664,41,0.66,0.644,0.045
3622735,BPIC15_3,0.847,0.8400528843337738,46,0.677,0.688,0.684
3623121,BPIC15_3,0.851,0.8439621253754366,44,0.704,0.677,0.684
3625907,BPIC15_2,0.354,0.3717562284712414,41,0.528,0.539,0.286
3626280,BPIC15_1,0.82,0.8139856516188682,43,0.678,0.676,0.215
3627106,BPIC15_2,0.398,0.4143820193098235,77,0.627,0.633,0.286
3628104,BPIC15_5,0.385,0.4015606264890712,54,0.585,0.591,0.045
3630631,BPIC15_5,0.823,0.8173404535970015,41,0.677,0.662,0.413
3634095,BPIC15_1,0.825,0.8189759873539949,43,0.686,0.695,0.215
3634462,BPIC15_5,0.372,0.3896779682391855,54,0.516,0.523,0.045
3635297,BPIC15_5,0.462,0.474651739990602,54,0.565,0.573,0.921
3637523,BPIC15_3,0.828,0.8215456367693408,40,0.655,0.657,0.541
3638049,BPIC15_1,0.414,0.4291306508878224,42,0.584,0.577,0.215
3638066,BPIC15_5,0.381,0.3973549371680922,54,0.573,0.568,0.045
3638958,BPIC15_3,0.416,0.4313664464096606,39,0.59,0.596,0.346
3638970,BPIC15_5,0.443,0.4565747167313784,66,0.525,0.526,0.921
3639299,BPIC15_3,0.411,0.4259331031444249,38,0.559,0.553,0.346
3639600,BPIC15_5,0.393,0.4088651050933258,42,0.664,0.669,0.413
3640496,BPIC15_5,0.801,0.7959377971514433,24,0.699,0.677,0.045
3642027,BPIC15_2,0.8,0.7952424637801113,43,0.602,0.605,0.286
3642945,BPIC15_1,0.497,0.507897523636132,24,0.747,0.747,0.983
3644189,BPIC15_2,0.8,0.795269868589771,39,0.581,0.585,0.286
3644675,BPIC15_1,0.821,0.8147710642871533,40,0.67,0.669,0.215
3645948,BPIC15_3,0.82,0.8138202813218038,40,0.669,0.669,0.346
3646104,BPIC15_1,0.811,0.8053560765990615,42,0.611,0.603,0.215
3648024,BPIC15_5,0.791,0.786785877267047,41,0.66,0.643,0.045
3648321,BPIC15_1,0.423,0.4375826876548405,48,0.552,0.559,0.649
3649143,BPIC15_1,0.91,0.8998981560352834,35,0.77,0.71,0.965
3649655,BPIC15_5,0.372,0.3894960751901394,54,0.509,0.521,0.045
3650856,BPIC15_3,0.825,0.8188752564462954,37,0.619,0.615,0.541
3650861,BPIC15_1,0.432,0.445895001825889,48,0.601,0.598,0.649
3651540,BPIC15_1,0.893,0.8832430241725381,35,0.622,0.612,0.965
3651563,BPIC15_3,0.418,0.4330783312928904,30,0.568,0.56,0.541
3651878,BPIC15_2,0.398,0.4141466723156264,68,0.64,0.656,0.286
3653302,BPIC15_5,0.825,0.8186425941154772,41,0.684,0.675,0.413
3653949,BPIC15_5,0.48,0.4916110012340421,43,0.694,0.685,0.921
3657700,BPIC15_5,0.364,0.3812506475852683,57,0.513,0.511,0.045
3657907,BPIC15_2,0.797,0.7921736872101481,41,0.571,0.573,0.286
3657941,BPIC15_2,0.385,0.4017523459094111,51,0.495,0.496,0.286
3657999,BPIC15_5,0.402,0.4177118514817763,55,0.576,0.562,0.413
3658434,BPIC15_5,0.84,0.8328628848755145,25,0.74,0.712,0.413
3676726,BPIC15_5,0.82,0.8143393198693321,41,0.629,0.62,0.413
3682408,BPIC15_5,0.793,0.788367748861165,33,0.681,0.676,0.045
3683029,BPIC15_5,0.455,0.4676106620135971,54,0.527,0.522,0.921
3685435,BPIC15_3,0.842,0.8347911207799967,40,0.721,0.706,0.593
3688153,BPIC15_3,0.879,0.8699099974455557,40,0.709,0.712,0.905
3688959,BPIC15_3,0.819,0.8132319996898739,40,0.675,0.669,0.346
3689452,BPIC15_3,0.851,0.8434623186613895,38,0.71,0.687,0.684
3691008,BPIC15_5,0.783,0.7789813407318067,41,0.617,0.619,0.045
3691316,BPIC15_1,0.334,0.3531598380439949,61,0.594,0.599,0.649
3691905,BPIC15_3,0.42,0.4344047513383588,69,0.515,0.52,0.593
3692573,BPIC15_1,0.836,0.8295475245963494,42,0.653,0.651,0.649
3694029,BPIC15_1,0.414,0.428873502716444,48,0.621,0.597,0.215
3695615,BPIC15_2,0.382,0.3991372763901104,72,0.57,0.562,0.286
3696191,BPIC15_3,0.882,0.8735238843209041,40,0.713,0.709,0.905
3703111,BPIC15_3,0.824,0.8182556476666599,39,0.621,0.614,0.541
3704631,BPIC15_1,0.408,0.4233064365842283,49,0.576,0.576,0.215
3707875,BPIC15_5,0.783,0.7788805384043117,41,0.605,0.602,0.045
3708116,BPIC15_1,0.412,0.427006679836527,53,0.585,0.588,0.215
3710373,BPIC15_1,0.837,0.8306616155577157,41,0.667,0.667,0.649
3716518,BPIC15_1,0.414,0.428637840201645,45,0.751,0.795,0.215
3716940,BPIC15_2,0.793,0.7888378871153677,44,0.594,0.6,0.286
3718186,BPIC15_1,0.826,0.8197711936572539,41,0.703,0.714,0.215
3719901,BPIC15_1,0.828,0.8215227353597362,22,0.725,0.7,0.215
3723540,BPIC15_1,0.832,0.8261174832415294,43,0.638,0.628,0.649
3725308,BPIC15_1,0.415,0.43045119261094,61,0.578,0.537,0.215
3727541,BPIC15_1,0.909,0.8984120411821023,24,0.712,0.697,0.995
3727572,BPIC15_5,0.852,0.8445034537562156,40,0.656,0.654,0.793
3728113,BPIC15_3,0.415,0.4301141228294854,45,0.533,0.529,0.541
3729523,BPIC15_1,0.41,0.4250737708402559,47,0.6,0.6,0.215
3729714,BPIC15_2,0.394,0.4098050698707088,43,0.542,0.556,0.286
3731022,BPIC15_3,0.821,0.8150491903988756,40,0.674,0.662,0.346
3734285,BPIC15_3,0.49,0.5009228174654292,5,0.784,0.757,0.849
3734467,BPIC15_1,0.812,0.8064456501113934,51,0.626,0.629,0.215
3736272,BPIC15_1,0.813,0.8079810858335513,43,0.63,0.644,0.215
3737683,BPIC15_1,0.437,0.4512569614967966,41,0.636,0.631,0.649
3744434,BPIC15_1,0.816,0.8105407063683645,31,0.666,0.653,0.215
3745180,BPIC15_1,0.519,0.5290515317212691,10,0.759,0.742,0.985
3745947,BPIC15_1,0.888,0.8791069637968265,61,0.702,0.676,0.96
3746653,BPIC15_1,0.532,0.5409560317178075,11,0.831,0.856,0.983
3747780,BPIC15_1,0.831,0.8249268650321473,49,0.648,0.65,0.649
3753623,BPIC15_2,0.402,0.4178489258551117,78,0.632,0.635,0.286
3768886,BPIC15_1,0.528,0.5367895557254954,40,0.643,0.613,0.996
3780310,BPIC15_5,0.48,0.4913865120198887,70,0.761,0.786,0.949
3784680,BPIC15_3,0.413,0.4283289514527301,40,0.561,0.568,0.346
3793428,BPIC15_5,0.464,0.4765040038260115,77,0.644,0.657,0.949
3796033,BPIC15_5,0.465,0.4779072432682539,68,0.656,0.648,0.949
3797108,BPIC15_3,0.817,0.8110946516776062,40,0.626,0.62,0.346
3802730,BPIC15_2,0.377,0.3939109378580359,81,0.465,0.466,0.286
3815650,BPIC15_3,0.834,0.8275005326479332,49,0.692,0.679,0.593
3828626,BPIC15_5,0.818,0.8120004026395554,46,0.611,0.606,0.413
3829621,BPIC15_3,0.438,0.4515600140000885,37,0.741,0.712,0.849
3830440,BPIC15_3,0.87,0.861256658939421,42,0.744,0.705,0.849
3832854,BPIC15_5,0.793,0.7887562164198613,44,0.665,0.673,0.045
3833680,BPIC15_5,0.417,0.4314709533291015,44,0.598,0.605,0.413
3834330,BPIC15_5,0.88,0.8707574742093911,44,0.696,0.696,0.949
3843237,BPIC15_5,0.875,0.8668722012201283,41,0.713,0.679,0.949
3851130,BPIC15_3,0.82,0.8144360471322681,50,0.602,0.589,0.541
3858417,BPIC15_5,0.45,0.4628207930895655,77,0.526,0.521,0.921
3867425,BPIC15_5,0.802,0.7970583831729875,25,0.699,0.682,0.045
3868133,BPIC15_5,0.834,0.8271542852420701,20,0.722,0.704,0.413
3873935,BPIC15_5,0.817,0.8112905080758426,35,0.71,0.706,0.413
3876964,BPIC15_3,0.815,0.8091044316111206,47,0.626,0.629,0.346
3878042,BPIC15_3,0.827,0.8211469157282285,36,0.743,0.731,0.346
3879795,BPIC15_5,0.789,0.7850114882513569,46,0.646,0.648,0.045
3881061,BPIC15_3,0.418,0.432549150716376,49,0.614,0.572,0.346
3881600,BPIC15_1,0.397,0.4125621339962206,52,0.573,0.578,0.215
3881795,BPIC15_3,0.849,0.8419397419925394,41,0.716,0.694,0.684
